Rg(e1972,e3750) 1
Q(e1706,e400) 1
Rg(e3750,e130) 1
ML(e3544,e274) -1
Ra(e1804,e2158) 1
Ra(e1456,e2088) 1
ML(e133,e142) -1
E(e1032,e802) -1
ML(e725,e1809) -1
Iw(e1443,e41) -1
Rg(e1866,e272) 1
Q(e1138,e2507) 1
E(e226,e1068) -1
ML(e76,e665) -1
E(e520,e3532) -1
ML(e901,e4313) -1
ML(e301,e2218) -1
ML(e81,e620) -1
Ra(e1887,e3467) 1
B(e2352,e1318) 1
B(e2072,e2971) 1
Ra(e446,e154) 1
Ra(e4913,e2419) 1
E(e3727,e2815) -1
Ra(e1586,e4060) 1
B(e291,e974) 1
Rg(e0,e330) -1
Q(e2138,e147) 1
Ra(e2489,e2027) 1
B(e370,e1827) 1
Ra(e5876,e1581) 1
E(e2,e3811) -1
Rg(e2608,e3646) 1
Rg(e274,e3481) 1
E(e2703,e1289) -1
E(e375,e1671) -1
Rg(e5397,e139) 1
E(e233,e1434) -1
Ra(e272,e2291) 1
Ra(e5663,e5485) 1
E(e1365,e1466) -1
Rg(e4191,e4191) -1
Rg(e855,e1376) 1
ML(e331,e6111) -1
E(e204,e1891) -1
ML(e5984,e790) -1
ML(e1800,e1201) -1
B(e1544,e511) 1
ML(e81,e757) -1
ML(e143,e3424) -1
B(e2717,e1886) 1
Ra(e1479,e736) 1
E(e1720,e1561) -1
Ra(e89,e58) 1
Rg(e622,e1205) 1
Ra(e5191,e2774) 1
Q(e786,e1558) 1
Rg(e309,e19) 1
B(e4209,e2930) 1
Ra(e330,e243) 1
E(e443,e2141) -1
B(e2584,e502) 1
ML(e933,e2665) -1
Rg(e2601,e105) 1
ML(e133,e3190) -1
E(e844,e472) 1
E(e1741,e472) -1
Ra(e64,e1995) 1
Rg(e4602,e334) 1
Rg(e502,e1962) 1
E(e1748,e1159) 1
Rg(e154,e3648) 1
Q(e2777,e1671) 1
ML(e28,e990) -1
E(e1253,e1273) -1
Q(e833,e740) 1
E(e3115,e805) -1
B(e1376,e1715) -1
ML(e28,e4659) -1
E(e1075,e820) -1
Q(e2844,e2881) 1
Q(e2228,e2520) 1
Ra(e165,e188) -1
Rg(e128,e4430) 1
E(e700,e800) -1
Rg(e112,e217) -1
Rg(e912,e1897) 1
Rg(e175,e4155) 1
Rg(e1209,e3363) -1
ML(e133,e795) -1
Q(e2112,e2343) 1
ML(e1363,e2399) -1
Q(e2103,e3885) 1
Ra(e1733,e1145) 1
ML(e148,e1749) -1
Ra(e1162,e3837) 1
Ra(e1691,e1842) 1
B(e124,e248) -1
Ra(e2920,e3124) -1
Rg(e1927,e2166) 1
Rg(e2625,e2363) -1
ML(e2365,e2916) -1
B(e1402,e2817) 1
Ra(e4320,e2509) -1
Q(e953,e438) 1
ML(e94,e485) -1
ML(e788,e703) -1
Rg(e333,e123) -1
Q(e4517,e2556) 1
ML(e3728,e2723) -1
B(e2253,e2024) -1
E(e1488,e1776) -1
B(e1239,e654) -1
Rg(e1039,e298) 1
E(e2512,e1406) -1
Q(e215,e397) 1
ML(e901,e1710) -1
Rg(e2522,e298) 1
Ra(e1841,e1931) -1
Ra(e2948,e471) -1
Ra(e1920,e3033) 1
Ra(e5678,e101) -1
Ra(e6272,e3662) 1
E(e1488,e1722) 1
Rg(e118,e4312) 1
E(e3935,e341) -1
Q(e2138,e946) 1
ML(e933,e834) -1
Rg(e974,e283) 1
Ra(e5541,e3381) 1
Rg(e1888,e711) -1
Ra(e3154,e1513) 1
ML(e2036,e2068) -1
Q(e2201,e6748) -1
ML(e1036,e154) -1
Rg(e62,e2004) 1
ML(e947,e1888) -1
E(e4345,e472) -1
Rg(e4320,e1128) 1
Q(e908,e1520) 1
Ra(e201,e1064) -1
Rg(e3203,e2447) 1
ML(e1491,e2576) -1
E(e1084,e3910) -1
Iw(e1573,e2095) -1
E(e651,e366) -1
Q(e1949,e159) 1
Rg(e309,e109) 1
B(e446,e848) 1
B(e502,e826) 1
E(e1688,e1941) -1
B(e89,e16) -1
Q(e699,e2477) 1
ML(e1538,e1867) -1
Rg(e425,e4314) 1
Q(e42,e4029) 1
Rg(e1728,e3698) 1
Ra(e115,e5299) -1
ML(e901,e1528) -1
E(e3938,e4835) -1
B(e834,e4808) 1
Rg(e325,e1934) -1
E(e1718,e4352) -1
Iw(e78,e60) -1
Q(e485,e3935) -1
Ra(e399,e736) 1
ML(e5174,e219) -1
ML(e357,e3706) -1
Rg(e5325,e3331) 1
B(e4894,e884) 1
ML(e24,e1245) -1
ML(e331,e596) -1
E(e2575,e105) -1
Ra(e2281,e4245) 1
Q(e711,e1984) 1
ML(e901,e3124) -1
E(e122,e3727) -1
Ra(e224,e5576) 1
Ra(e3816,e4653) -1
Rg(e472,e1165) 1
Ra(e1809,e1434) 1
Q(e4257,e4755) -1
Q(e392,e1877) -1
Rg(e201,e31) -1
ML(e68,e2338) -1
Iw(e4557,e1157) -1
Ra(e1950,e33) -1
Ra(e17,e1104) 1
Rg(e4595,e399) 1
ML(e3771,e6382) -1
Ra(e219,e52) 1
ML(e279,e170) -1
Ra(e2419,e2281) 1
Rg(e1558,e510) -1
ML(e354,e1245) -1
E(e36,e36) -1
E(e189,e363) -1
Q(e1558,e944) 1
B(e711,e1398) -1
E(e31,e495) 1
Ra(e485,e15) -1
B(e31,e2241) 1
Ra(e2344,e473) 1
Q(e2218,e1893) 1
Q(e1003,e3745) 1
B(e4045,e4406) 1
ML(e133,e4731) -1
Q(e1927,e1454) -1
B(e5206,e1710) 1
Rg(e907,e48) 1
ML(e841,e2771) -1
E(e355,e443) -1
Q(e1003,e1178) 1
Q(e4458,e122) 1
Q(e907,e1473) 1
Ra(e4414,e191) -1
ML(e41,e1774) -1
ML(e3663,e1797) -1
ML(e3945,e1239) -1
E(e4437,e166) -1
ML(e24,e4185) -1
E(e495,e511) 1
B(e2788,e2788) -1
Q(e298,e3467) 1
E(e38,e767) -1
Rg(e5225,e2938) 1
Q(e1288,e1888) 1
B(e1518,e4879) 1
ML(e86,e5312) -1
Ra(e58,e2839) 1
B(e40,e2102) -1
Q(e1229,e1042) 1
Rg(e1733,e2731) 1
Rg(e1169,e472) 1
E(e2866,e3439) -1
E(e857,e472) 1
Q(e363,e884) -1
Q(e823,e184) 1
Iw(e166,e443) -1
Rg(e5519,e1891) 1
Q(e472,e2271) 1
Rg(e6220,e6220) -1
Rg(e465,e410) 1
Ra(e473,e1128) -1
Ra(e504,e1941) -1
An(e1725,e1725) -1
ML(e1700,e1114) -1
Ra(e2581,e4504) 1
Ra(e635,e510) -1
Q(e2490,e823) 1
Q(e330,e31) 1
ML(e1248,e3128) -1
Rg(e2090,e4141) 1
E(e2,e1454) 1
Rg(e823,e3330) -1
E(e2671,e446) -1
E(e3254,e2331) -1
Q(e1774,e166) -1
Ra(e255,e258) 1
Rg(e3481,e19) 1
Q(e1983,e1589) 1
Q(e3655,e1243) 1
E(e1779,e123) -1
Rg(e3298,e616) 1
E(e1448,e3104) -1
Ra(e124,e295) -1
Ra(e322,e100) 1
Q(e64,e1507) -1
E(e762,e905) -1
Rg(e6,e698) 1
ML(e1624,e446) -1
B(e1209,e2828) 1
B(e1692,e907) -1
Q(e166,e2322) 1
E(e298,e1242) -1
Q(e2532,e1589) 1
Rg(e4899,e298) 1
Q(e2218,e823) -1
B(e4604,e4604) -1
ML(e901,e2583) -1
E(e1829,e1589) -1
E(e295,e1493) -1
ML(e5301,e1010) -1
Rg(e6607,e6607) -1
E(e3078,e4102) -1
E(e248,e170) 1
Ra(e1142,e1921) -1
E(e411,e2966) 1
Ra(e286,e2425) -1
E(e334,e558) -1
E(e919,e889) -1
Rg(e2269,e2269) -1
Rg(e1242,e3526) -1
ML(e76,e558) -1
E(e4079,e4595) -1
Ra(e1295,e3775) -1
Ra(e1581,e5876) 1
Rg(e3069,e5366) 1
Ra(e1195,e1377) 1
ML(e788,e1797) -1
B(e1561,e3998) 1
Ra(e390,e325) 1
ML(e514,e1173) -1
Rg(e1114,e159) 1
Q(e1209,e3493) 1
Q(e60,e1100) 1
Q(e1431,e1173) -1
Rg(e1454,e2359) 1
B(e3132,e4151) 1
Rg(e139,e1205) 1
Rg(e694,e363) 1
Rg(e5034,e1406) 1
ML(e301,e142) -1
E(e4062,e0) -1
Rg(e443,e412) -1
E(e1431,e274) -1
ML(e1754,e323) -1
Ra(e1086,e2459) 1
E(e1287,e1888) -1
Rg(e3886,e2353) 1
Ra(e2588,e1633) 1
Iw(e298,e60) -1
E(e443,e3867) -1
ML(e1443,e2894) -1
Rg(e154,e2215) 1
E(e0,e2590) -1
Ra(e940,e1002) -1
E(e1155,e1891) -1
E(e633,e937) -1
E(e2780,e703) -1
Rg(e2001,e21) 1
E(e1155,e1460) -1
ML(e133,e211) -1
Q(e201,e1377) 1
B(e1988,e1228) 1
Rg(e4060,e2622) 1
Rg(e719,e1905) 1
Ra(e2874,e4336) 1
Ra(e1064,e19) 1
Rg(e1032,e1205) 1
Rg(e728,e146) 1
Ra(e502,e1376) 1
Ra(e2244,e2909) -1
B(e446,e1) 1
E(e1437,e443) 1
Rg(e1161,e4921) 1
Ra(e4792,e1402) 1
E(e2159,e443) 1
Rg(e72,e4011) 1
Ra(e1999,e702) 1
B(e782,e984) -1
E(e1209,e1315) 1
Q(e473,e2987) 1
ML(e947,e175) -1
Q(e5180,e5180) -1
Q(e2852,e1010) 1
E(e2557,e1466) -1
ML(e3372,e259) -1
ML(e869,e413) -1
Rg(e2969,e1939) 1
Ra(e272,e2704) 1
Rg(e1824,e1423) -1
Rg(e4692,e5005) 1
ML(e3908,e4284) -1
E(e1004,e1809) -1
Q(e1925,e454) -1
E(e1428,e834) 1
Rg(e1893,e1108) -1
ML(e6635,e622) -1
E(e2171,e2499) -1
Ra(e1215,e750) 1
ML(e3357,e3787) -1
E(e3156,e2) -1
ML(e514,e5281) -1
Q(e274,e1984) 1
Rg(e4527,e2774) 1
Rg(e3762,e1692) 1
E(e1418,e3468) -1
Q(e2150,e3628) 1
B(e1437,e4343) -1
B(e2823,e471) 1
E(e3951,e1159) -1
B(e3593,e4291) 1
B(e488,e2815) -1
Iw(e1829,e737) -1
Ra(e1733,e596) 1
E(e1162,e189) -1
Rg(e1173,e1688) -1
E(e1977,e57) -1
E(e5531,e1683) -1
Ra(e1005,e2980) 1
Rg(e325,e510) -1
ML(e1036,e274) -1
E(e649,e1532) -1
Q(e1887,e193) -1
Iw(e1509,e901) -1
Ra(e1899,e389) 1
ML(e143,e2535) -1
Iw(e928,e295) -1
Ra(e2007,e1518) -1
ML(e611,e1941) -1
E(e170,e800) -1
Ra(e808,e3090) 1
Rg(e473,e4942) 1
Ra(e1229,e397) 1
Q(e1925,e366) 1
ML(e133,e4014) -1
B(e1861,e1898) 1
E(e1402,e517) -1
Q(e272,e287) -1
Q(e3982,e313) 1
E(e2086,e545) -1
Ra(e1068,e4246) 1
Iw(e3567,e133) -1
Rg(e3800,e5049) 1
Rg(e1347,e3956) -1
E(e99,e2089) -1
ML(e1248,e771) -1
ML(e2414,e2028) -1
Ra(e1477,e1454) -1
Ra(e4537,e5014) 1
ML(e81,e5564) -1
Ra(e4056,e1950) 1
E(e64,e472) 1
Rg(e2704,e2704) -1
ML(e338,e502) -1
Ra(e1219,e2005) -1
Rg(e2794,e2857) 1
E(e532,e905) -1
B(e2541,e1758) 1
ML(e4389,e1104) -1
Q(e3375,e1920) -1
ML(e3624,e1470) -1
Ra(e507,e3863) -1
Q(e2969,e786) -1
ML(e86,e3959) -1
Ra(e3807,e3906) 1
Ra(e3691,e472) 1
ML(e5871,e83) -1
Rg(e1082,e502) -1
Rg(e255,e588) 1
Rg(e536,e884) 1
ML(e3246,e1956) -1
Q(e487,e2844) 1
ML(e133,e2657) -1
E(e99,e1852) -1
Rg(e1138,e3302) 1
B(e635,e608) 1
Iw(e247,e2717) -1
Q(e2147,e6045) -1
Q(e1182,e1138) 1
Rg(e2620,e325) 1
ML(e81,e1431) -1
ML(e357,e953) -1
Q(e658,e3628) -1
Ra(e802,e536) 1
Ra(e1187,e847) 1
Iw(e219,e882) -1
E(e278,e755) -1
B(e605,e443) -1
B(e2435,e1378) 1
Q(e265,e265) -1
Q(e413,e309) 1
Rg(e93,e3697) 1
Rg(e3172,e567) 1
Ra(e1907,e1612) 1
ML(e3534,e2593) -1
Q(e64,e584) 1
Rg(e480,e4834) 1
Ra(e1018,e513) -1
E(e345,e2017) -1
Q(e1997,e378) 1
Rg(e808,e1962) 1
Ra(e197,e446) 1
Rg(e40,e2024) 1
E(e3439,e743) -1
Ra(e1437,e105) 1
Q(e4294,e2774) -1
Rg(e711,e3820) 1
Ra(e608,e3293) 1
Rg(e132,e755) 1
Ra(e6952,e6952) -1
ML(e81,e4498) -1
ML(e3663,e3705) -1
Rg(e502,e536) 1
E(e711,e1383) 1
ML(e81,e534) -1
Ra(e5252,e1581) -1
Ra(e1683,e2235) 1
Ra(e1362,e0) -1
Q(e991,e3715) 1
Rg(e879,e2736) 1
Q(e1402,e588) 1
Ra(e2028,e2817) -1
Rg(e1777,e1944) 1
Rg(e3859,e2986) 1
E(e472,e2218) 1
Q(e3897,e3897) -1
Rg(e510,e536) -1
Rg(e826,e4130) -1
Q(e2269,e826) 1
ML(e81,e2374) -1
Ra(e1514,e663) -1
E(e473,e1722) 1
ML(e2847,e1710) -1
E(e1315,e1104) -1
Rg(e2177,e1357) 1
ML(e947,e1147) -1
An(e3377,e3809) -1
B(e1641,e1688) 1
B(e3899,e1162) 1
Rg(e4975,e1488) 1
E(e1057,e1286) -1
B(e233,e2852) -1
ML(e2568,e2649) -1
E(e3059,e48) -1
E(e186,e1323) -1
Q(e749,e582) -1
E(e3358,e3472) -1
B(e755,e2468) 1
Rg(e1122,e31) -1
Q(e994,e2942) -1
Ra(e2383,e1643) 1
Ra(e1891,e4123) 1
B(e3880,e193) -1
ML(e1033,e1394) -1
E(e6528,e42) -1
Iw(e1155,e945) -1
Q(e2012,e912) -1
Ra(e3186,e5205) 1
ML(e301,e3932) -1
ML(e167,e1201) -1
ML(e407,e6748) -1
B(e2080,e1988) 1
Ra(e2723,e1573) -1
B(e1155,e2376) 1
B(e175,e1323) 1
E(e1265,e3358) -1
B(e147,e1103) 1
Rg(e3128,e69) 1
Ra(e6320,e6320) -1
Rg(e219,e1774) 1
ML(e2365,e1128) -1
E(e5603,e3443) -1
Ra(e1508,e1629) 1
Q(e1920,e128) 1
Rg(e511,e11) -1
Q(e3620,e2613) 1
Ra(e1520,e102) 1
Rg(e5779,e5779) -1
Rg(e3691,e1931) 1
Ra(e1910,e4245) 1
E(e4894,e1927) -1
ML(e6221,e1722) -1
Ra(e2162,e4942) 1
Q(e1340,e1128) -1
Q(e166,e5072) -1
ML(e1299,e4781) -1
ML(e133,e3227) -1
ML(e41,e309) -1
Ra(e4313,e1086) 1
Rg(e1155,e3956) 1
Ra(e3709,e4723) 1
Q(e3503,e4004) 1
ML(e81,e4756) -1
E(e2967,e6310) -1
E(e1194,e370) -1
B(e2876,e1758) 1
Ra(e823,e2228) 1
Ra(e2529,e1239) 1
Ra(e583,e446) 1
E(e2896,e2024) -1
Rg(e4049,e1705) 1
E(e2991,e287) -1
Rg(e47,e62) 1
ML(e68,e213) -1
ML(e24,e1970) -1
Ra(e2490,e2865) 1
E(e3840,e1289) -1
ML(e1472,e2477) -1
Q(e3612,e368) -1
ML(e841,e602) -1
ML(e2243,e3724) -1
B(e855,e837) 1
Ra(e916,e1569) 1
Q(e2383,e2796) 1
ML(e933,e2094) -1
Rg(e1466,e109) 1
Rg(e4530,e194) 1
Rg(e1927,e1111) 1
E(e786,e1155) -1
ML(e354,e798) -1
E(e1195,e472) 1
ML(e1344,e4775) -1
B(e4060,e1669) -1
E(e1104,e3999) -1
ML(e4994,e1193) -1
B(e1633,e175) -1
Rg(e3604,e272) -1
Rg(e1838,e1950) 1
Rg(e298,e2898) 1
E(e570,e2) -1
Ra(e139,e3687) 1
Iw(e1827,e945) -1
Ra(e4823,e782) 1
E(e2138,e857) -1
ML(e3377,e2979) -1
B(e743,e1012) 1
ML(e86,e5532) -1
Q(e1268,e1318) 1
Ra(e69,e1086) -1
Rg(e1258,e446) -1
Ra(e867,e272) 1
Ra(e299,e702) 1
Q(e974,e1609) 1
Ra(e1162,e1454) 1
Rg(e937,e5518) 1
E(e1145,e273) -1
Rg(e386,e2923) 1
ML(e41,e2415) -1
Rg(e4478,e840) 1
Ra(e5523,e3999) 1
Rg(e2441,e1895) 1
Ra(e1885,e4572) -1
Ra(e145,e4935) -1
E(e240,e782) 1
B(e1750,e3356) 1
Q(e1464,e860) 1
Ra(e2091,e4808) 1
E(e2811,e1877) -1
Q(e1897,e1238) 1
ML(e933,e1434) -1
Q(e1804,e124) 1
E(e375,e2784) -1
E(e64,e4102) -1
Rg(e2038,e825) -1
Rg(e358,e4360) 1
Ra(e2735,e719) -1
E(e2618,e1927) -1
E(e298,e2382) 1
Rg(e6095,e6095) -1
Rg(e238,e261) 1
Q(e1867,e2580) 1
E(e782,e1558) -1
B(e2354,e6319) 1
Ra(e505,e1767) -1
Ra(e937,e31) -1
Ra(e721,e89) 1
Rg(e237,e154) 1
B(e3273,e1555) 1
Ra(e522,e970) -1
Rg(e4610,e4610) -1
E(e1509,e4069) -1
E(e77,e3162) -1
Q(e940,e651) 1
E(e1347,e1159) -1
Rg(e2904,e4527) 1
Ra(e89,e446) -1
Q(e1865,e371) 1
ML(e98,e392) -1
B(e798,e632) -1
Rg(e3132,e4144) 1
E(e806,e1080) -1
Q(e330,e58) -1
E(e754,e702) -1
ML(e148,e3275) -1
Rg(e325,e1887) 1
Rg(e1166,e1209) 1
Ra(e855,e1376) 1
ML(e2326,e5248) -1
Rg(e443,e2872) 1
Q(e5644,e1765) 1
E(e555,e2661) -1
Rg(e333,e373) 1
Rg(e2,e5674) 1
E(e129,e1155) -1
ML(e301,e3703) -1
Ra(e1997,e1997) -1
Rg(e268,e1633) -1
Q(e950,e439) 1
Q(e1414,e2148) 1
E(e1905,e47) -1
Rg(e1268,e1859) 1
E(e495,e1751) -1
E(e2834,e225) -1
ML(e611,e2338) -1
Q(e2966,e1706) -1
Rg(e2833,e2601) 1
Ra(e556,e3276) -1
ML(e3560,e3718) -1
Q(e159,e495) 1
Ra(e1423,e5618) 1
E(e30,e83) -1
ML(e913,e1823) -1
Ra(e2625,e1227) 1
Rg(e6072,e456) 1
B(e278,e1162) -1
E(e633,e855) -1
Rg(e287,e2784) 1
ML(e76,e219) -1
ML(e24,e2817) -1
Rg(e2540,e2458) 1
ML(e331,e1812) -1
Rg(e6509,e4224) 1
E(e568,e48) -1
Ra(e2920,e2325) 1
E(e363,e2024) 1
ML(e86,e1699) -1
Rg(e1809,e5832) 1
E(e2383,e2383) -1
Iw(e4283,e157) -1
Rg(e820,e1169) 1
E(e1891,e5169) -1
E(e1304,e201) -1
Rg(e203,e837) 1
Ra(e298,e513) 1
E(e568,e1520) -1
ML(e357,e5013) -1
Q(e60,e12) -1
Q(e4588,e4588) -1
E(e1762,e3403) -1
Q(e410,e472) 1
An(e6967,e3812) -1
Ra(e2584,e735) 1
E(e733,e844) -1
ML(e133,e3062) -1
Q(e1159,e2176) 1
E(e742,e616) -1
Q(e2091,e2091) -1
Q(e1138,e908) -1
Q(e823,e2248) -1
ML(e24,e238) -1
Ra(e343,e1379) 1
B(e690,e472) -1
B(e130,e1758) 1
Rg(e1379,e658) 1
Rg(e5171,e2817) 1
ML(e81,e1123) -1
E(e105,e5266) -1
Rg(e2877,e443) 1
Ra(e1335,e1066) 1
Q(e2844,e1494) 1
B(e799,e60) -1
E(e443,e1656) -1
ML(e143,e5058) -1
Ra(e2295,e1822) 1
ML(e1371,e1866) -1
Q(e1861,e1326) 1
Ra(e837,e2844) -1
Ra(e2024,e1915) 1
Q(e4052,e472) 1
ML(e76,e109) -1
ML(e1344,e211) -1
Q(e2643,e1229) 1
Q(e5586,e802) 1
Ra(e42,e4008) -1
Q(e188,e159) 1
Q(e516,e93) 1
E(e4180,e2804) -1
Ra(e1912,e2604) 1
ML(e148,e892) -1
B(e1811,e4149) 1
Q(e1407,e825) -1
ML(e1281,e1809) -1
E(e3557,e2417) -1
Ra(e1145,e1999) 1
ML(e148,e408) -1
Rg(e820,e472) 1
Rg(e1173,e1144) 1
E(e5047,e1749) -1
E(e3470,e5754) -1
E(e1100,e1100) -1
Rg(e1888,e283) -1
E(e189,e3844) 1
B(e717,e1891) -1
E(e2019,e3494) -1
E(e802,e2584) 1
Ra(e1265,e3516) 1
E(e651,e31) -1
Ra(e2082,e410) -1
ML(e1484,e295) -1
Ra(e1984,e175) 1
Rg(e4269,e4478) 1
Q(e5543,e1239) 1
ML(e24,e597) -1
E(e2468,e446) -1
Ra(e717,e3786) -1
E(e1296,e1296) -1
Rg(e5790,e1865) 1
Rg(e1809,e882) 1
ML(e86,e2635) -1
Q(e1806,e411) 1
E(e1271,e539) -1
E(e711,e1688) 1
Rg(e219,e2533) 1
Ra(e1006,e54) 1
B(e1437,e5495) -1
Q(e291,e3295) 1
E(e886,e2507) -1
Rg(e2857,e3043) 1
ML(e659,e105) -1
ML(e331,e1528) -1
Rg(e4753,e5855) -1
E(e5469,e1785) -1
B(e855,e3668) 1
ML(e28,e1588) -1
Ra(e4235,e820) 1
Ra(e1988,e3293) -1
Q(e2918,e219) -1
Ra(e1874,e363) 1
Rg(e622,e4694) 1
ML(e2666,e1254) -1
E(e443,e2159) 1
ML(e915,e4269) -1
E(e1748,e740) -1
E(e1004,e370) -1
E(e1379,e2220) -1
ML(e3964,e3102) -1
Ra(e60,e495) 1
ML(e1322,e2844) -1
ML(e81,e1104) -1
E(e1316,e1066) -1
Ra(e3555,e4220) -1
Ra(e48,e1782) -1
ML(e94,e5627) -1
ML(e181,e3503) -1
ML(e6499,e556) -1
Rg(e786,e1454) 1
Ra(e165,e6587) 1
E(e62,e2947) -1
Rg(e3640,e5074) -1
Ra(e2637,e1362) 1
Q(e5540,e4257) 1
E(e844,e698) -1
Ra(e3132,e0) -1
Rg(e105,e426) 1
Rg(e2969,e724) 1
Rg(e4334,e3258) 1
Ra(e528,e6465) -1
Q(e2643,e882) 1
E(e5503,e363) -1
Rg(e62,e834) 1
ML(e2754,e2784) -1
Iw(e1671,e2523) -1
Rg(e1861,e159) 1
Q(e118,e1003) 1
Q(e1073,e109) -1
ML(e24,e4047) -1
B(e3016,e456) 1
Rg(e219,e4262) 1
ML(e143,e5328) -1
E(e278,e3004) -1
Ra(e5462,e3033) 1
Rg(e154,e1870) 1
Rg(e3944,e4563) -1
Ra(e100,e2459) 1
Rg(e242,e4614) -1
Rg(e2766,e298) 1
ML(e86,e1887) -1
Ra(e4222,e4222) -1
E(e472,e755) -1
ML(e1491,e215) -1
Q(e658,e802) 1
E(e395,e3775) -1
E(e375,e1852) -1
E(e1870,e1068) -1
Ra(e3383,e102) 1
B(e2039,e89) 1
Rg(e820,e3781) 1
Iw(e1660,e3630) -1
Rg(e6571,e6571) -1
Ra(e510,e881) 1
ML(e81,e6650) -1
E(e1005,e1275) -1
Rg(e101,e702) 1
E(e3040,e3629) 1
E(e311,e513) -1
Q(e1893,e52) 1
Ra(e2088,e1581) 1
Rg(e524,e1073) 1
Q(e6045,e2438) 1
Ra(e0,e1266) -1
Q(e298,e275) 1
Rg(e4492,e2620) 1
Ra(e1838,e154) 1
E(e1813,e2728) 1
Rg(e2039,e266) -1
Q(e362,e1774) 1
Rg(e3386,e776) 1
Q(e3753,e193) -1
Rg(e1291,e105) -1
Rg(e6104,e1806) 1
ML(e1359,e1155) -1
Rg(e2493,e1332) 1
Rg(e4051,e2383) 1
Ra(e1711,e4504) 1
E(e2580,e122) -1
ML(e1190,e2979) -1
Q(e582,e591) 1
Q(e2872,e286) 1
E(e48,e661) -1
Q(e2138,e1295) 1
Rg(e750,e1349) 1
ML(e1248,e4586) -1
Q(e694,e823) 1
Ra(e36,e0) -1
Q(e4630,e201) 1
ML(e279,e115) -1
Ra(e3494,e3700) 1
B(e1721,e3371) 1
E(e510,e3840) -1
Q(e1037,e5519) 1
ML(e354,e2001) -1
B(e1302,e2844) 1
ML(e354,e1789) -1
Q(e2001,e274) 1
Ra(e299,e1508) 1
Q(e533,e1604) 1
Q(e361,e2176) 1
B(e2225,e115) 1
Rg(e262,e223) 1
Q(e1340,e0) 1
Ra(e1085,e13) 1
E(e4530,e2285) -1
ML(e514,e1662) -1
Rg(e2770,e39) -1
ML(e890,e298) -1
ML(e2120,e2845) -1
ML(e98,e1286) -1
ML(e1000,e320) -1
E(e2969,e802) -1
E(e1155,e4241) -1
ML(e5993,e4595) -1
Rg(e1787,e1064) 1
E(e1032,e3468) -1
ML(e301,e4952) -1
B(e208,e782) -1
Q(e165,e60) -1
E(e1454,e5547) -1
Ra(e607,e2027) 1
Rg(e3705,e3705) -1
Rg(e848,e1816) 1
Ra(e299,e2325) 1
ML(e2695,e1995) -1
E(e1194,e776) -1
ML(e841,e1995) -1
ML(e1305,e1138) -1
ML(e143,e1518) -1
ML(e904,e2849) -1
B(e74,e3983) 1
Ra(e1979,e6444) 1
E(e242,e3452) -1
Rg(e2456,e2456) -1
Ra(e3885,e4543) -1
ML(e81,e4091) -1
B(e1464,e848) 1
B(e238,e370) -1
Ra(e854,e510) 1
Rg(e3541,e502) 1
Rg(e658,e3043) 1
Ra(e0,e370) -1
Rg(e449,e1211) 1
E(e3124,e5252) -1
B(e3666,e1976) 1
Rg(e2468,e2890) 1
Rg(e2353,e1920) 1
Ra(e2508,e438) 1
Q(e4086,e1586) 1
Ra(e224,e1336) 1
ML(e133,e1209) -1
E(e352,e1080) -1
Ra(e3727,e2625) -1
Rg(e159,e4236) -1
Ra(e3503,e80) 1
Rg(e751,e880) 1
Rg(e2020,e175) 1
Ra(e31,e334) 1
ML(e4739,e688) -1
Ra(e5021,e126) 1
Q(e776,e998) 1
E(e2534,e64) -1
Ra(e1604,e3050) -1
Ra(e378,e5072) -1
Ra(e1900,e753) -1
Q(e5439,e5439) -1
Rg(e3132,e558) 1
Rg(e60,e984) 1
E(e551,e1286) -1
Ra(e203,e1797) 1
B(e1692,e2244) 1
Rg(e5693,e912) 1
ML(e1484,e58) -1
Ra(e2583,e13) 1
Rg(e2024,e3774) 1
ML(e4971,e166) -1
Ra(e1407,e4893) 1
Rg(e622,e2849) 1
Ra(e1711,e1333) 1
B(e3916,e332) 1
ML(e611,e2426) -1
Ra(e89,e990) -1
B(e2814,e6229) 1
Ra(e596,e1159) -1
ML(e181,e2800) -1
Iw(e446,e1157) 1
ML(e4643,e1104) -1
Rg(e2007,e622) -1
ML(e279,e724) -1
Ra(e2068,e1983) -1
E(e3054,e1428) -1
ML(e2414,e4411) -1
Q(e323,e1080) 1
Rg(e437,e1318) -1
Ra(e4764,e2484) 1
Ra(e700,e495) -1
Rg(e443,e2082) 1
B(e3490,e386) -1
Rg(e4629,e4629) -1
B(e2022,e996) -1
Q(e1250,e2218) 1
E(e298,e862) -1
E(e201,e4148) -1
ML(e81,e4693) -1
Rg(e3520,e757) 1
Rg(e219,e990) 1
Ra(e473,e651) 1
Ra(e1007,e1838) 1
Ra(e1326,e1633) -1
Q(e4796,e1250) -1
E(e3592,e3380) -1
E(e2,e149) -1
Rg(e2430,e1103) 1
Q(e411,e3128) 1
Q(e1411,e115) 1
Ra(e1127,e3299) -1
B(e291,e1127) 1
Rg(e517,e4313) 1
B(e510,e40) -1
E(e1074,e1010) -1
ML(e354,e857) -1
Rg(e2874,e1984) 1
Ra(e2744,e3132) 1
Q(e218,e1558) 1
ML(e1472,e694) -1
B(e513,e4325) 1
Ra(e4241,e1559) 1
Q(e2228,e438) 1
E(e1773,e3846) -1
Ra(e121,e3000) 1
